"mrr_date","gateway","simplified_plan_id","billing_interval","mrr"
2018-04-26,"Stripe","awesome","month",353146.73
2018-04-26,"Stripe","business","month",545876.98
2018-04-26,"Manual","reply","year",3570.6664
2018-04-26,"Stripe","business","year",181221.5282434
2018-04-26,"Apple","awesome","year",10611.43
2018-04-26,"Manual","business","year",2702.1655
2018-04-26,"Manual","business","year",15093.9973
2018-04-26,"Stripe","reply","year",446.9166666
2018-04-25,"Stripe","reply","month",24070.07
2018-04-25,"Manual","reply","year",3570.6664
2018-04-25,"Apple","business","year",13999.86
2018-04-25,"Stripe","business","month",544959.72
2018-04-25,"Stripe","business","year",181270.3299102
2018-04-25,"Android","business","month",1089
2018-04-25,"Android","awesome","year",1538
2018-04-25,"Stripe","awesome","month",352791.29
2018-04-25,"Stripe","awesome","year",265073.9557659
2018-04-25,"Manual","reply","year",2850
2018-04-25,"Stripe","reply","year",446.9166666
2018-04-25,"Android","awesome","month",7630
2018-04-25,"Apple","awesome","year",10611.43
2018-04-25,"Apple","awesome","month",43496.49
2018-04-25,"Manual","business","month",900
2018-04-25,"Stripe","analyze","month",450
2018-04-25,"Manual","business","year",2702.1655
2018-04-25,"Apple","business","month",8699.11
2018-04-25,"Manual","other","year",387.0832
2018-04-25,"Manual","business","year",15093.9973
2018-04-24,"Stripe","reply","month",23981.02
2018-04-24,"Manual","business","year",15093.9973
2018-04-24,"Android","business","month",1089
2018-04-24,"Android","awesome","year",1538
2018-04-24,"Android","awesome","month",7620
2018-04-24,"Stripe","reply","year",446.9166666
2018-04-24,"Stripe","awesome","year",264956.2840998
2018-04-24,"Stripe","business","year",181142.3857435
2018-04-24,"Manual","reply","year",2850
2018-04-24,"Apple","awesome","year",10586.44
2018-04-24,"Manual","business","month",900
2018-04-24,"Manual","reply","year",3570.6664
2018-04-24,"Apple","business","month",8699.11
2018-04-24,"Manual","business","year",2702.1655
2018-04-24,"Stripe","awesome","month",352430.41
2018-04-24,"Stripe","business","month",545309.72
2018-04-24,"Apple","business","year",13999.86
2018-04-24,"Manual","other","year",387.0832
2018-04-24,"Apple","awesome","month",43586.4
2018-04-24,"Stripe","analyze","month",450
2018-04-23,"Manual","business","year",15093.9973
2018-04-23,"Apple","business","year",13999.86
2018-04-23,"Apple","business","month",8699.11
2018-04-23,"Manual","other","year",387.0832
2018-04-23,"Stripe","awesome","year",264917.6582666
2018-04-23,"Manual","business","month",900
2018-04-23,"Stripe","awesome","month",351301.23
2018-04-23,"Android","business","month",1089
2018-04-23,"Stripe","business","year",180902.296577
2018-04-23,"Manual","reply","year",3570.6664
2018-04-23,"Stripe","reply","month",23969.76
2018-04-23,"Apple","awesome","year",10561.45
2018-04-23,"Android","awesome","year",1550
2018-04-23,"Stripe","reply","year",446.9166666
2018-04-23,"Manual","reply","year",2850
2018-04-23,"Stripe","analyze","month",450
2018-04-23,"Stripe","business","month",543589.07
2018-04-23,"Manual","business","year",2702.1655
2018-04-23,"Android","awesome","month",7660
2018-04-23,"Apple","awesome","month",43596.39
2018-04-22,"Apple","business","month",8799.1
2018-04-22,"Manual","other","year",387.0832
2018-04-22,"Android","awesome","year",1550
2018-04-22,"Manual","business","month",900
2018-04-22,"Apple","business","year",13999.86
2018-04-22,"Apple","awesome","year",10586.44
2018-04-22,"Apple","awesome","month",43731.26
2018-04-22,"Android","business","month",1089
2018-04-22,"Manual","business","year",15306.4973
2018-04-22,"Manual","reply","year",2850
2018-04-22,"Stripe","awesome","year",264893.6924333
2018-04-22,"Stripe","analyze","month",450
2018-04-22,"Stripe","awesome","month",351526.66
2018-04-22,"Manual","reply","year",3570.6664
2018-04-22,"Manual","business","year",2702.1655
2018-04-22,"Stripe","business","month",543638.8
2018-04-22,"Stripe","reply","month",28414.76
2018-04-22,"Stripe","business","year",181155.2132435
2018-04-22,"Android","awesome","month",7695
2018-04-22,"Stripe","reply","year",446.9166666
2018-04-21,"Manual","business","month",900
2018-04-21,"Manual","reply","year",3570.6664
2018-04-21,"Manual","other","year",387.0832
2018-04-21,"Stripe","awesome","year",265031.5832666
2018-04-21,"Android","awesome","year",1550
2018-04-21,"Stripe","business","year",181489.8507434
2018-04-21,"Apple","business","month",8899.09
2018-04-21,"Android","business","month",1089
2018-04-21,"Stripe","business","month",543470.74
2018-04-21,"Apple","business","year",13999.86
2018-04-21,"Stripe","awesome","month",351682.15
2018-04-21,"Apple","awesome","year",10586.44
2018-04-21,"Manual","business","year",2702.1655
2018-04-21,"Apple","awesome","month",43836.15
2018-04-21,"Manual","business","year",15306.4973
2018-04-21,"Manual","reply","year",2850
2018-04-21,"Stripe","reply","year",446.9166666
2018-04-21,"Stripe","analyze","month",450
2018-04-21,"Stripe","reply","month",28414.76
2018-04-21,"Android","awesome","month",7740
2018-04-20,"Manual","business","month",900
2018-04-20,"Apple","awesome","year",10594.77
2018-04-20,"Apple","awesome","month",44010.98
2018-04-20,"Stripe","business","month",542658.76
2018-04-20,"Manual","business","year",2702.1655
2018-04-20,"Apple","business","month",9099.07
2018-04-20,"Stripe","analyze","month",450
2018-04-20,"Manual","reply","year",2850
2018-04-20,"Stripe","reply","month",28339.76
2018-04-20,"Stripe","awesome","month",351608.76
2018-04-20,"Apple","business","year",13999.86
2018-04-20,"Android","business","month",1188
2018-04-20,"Stripe","awesome","year",264966.0340999
2018-04-20,"Manual","reply","year",3570.6664
2018-04-20,"Manual","business","year",15306.4973
2018-04-20,"Android","awesome","month",7745
2018-04-20,"Stripe","reply","year",446.9166666
2018-04-20,"Manual","other","year",387.0832
2018-04-20,"Android","awesome","year",1550
2018-04-20,"Stripe","business","year",181492.0832434
2018-04-19,"Manual","business","year",1692.1655
2018-04-19,"Android","awesome","year",1550
2018-04-19,"Manual","reply","year",3570.6664
2018-04-19,"Stripe","awesome","month",351338.47
2018-04-19,"Android","business","month",1188
2018-04-19,"Stripe","reply","month",28171.19
2018-04-19,"Stripe","awesome","year",264738.3774334
2018-04-19,"Stripe","business","year",181159.3899103
2018-04-19,"Apple","business","year",13999.86
2018-04-19,"Stripe","reply","year",446.9166666
2018-04-19,"Manual","reply","year",2850
2018-04-19,"Stripe","business","month",542089.14
2018-04-19,"Apple","awesome","month",44145.85
2018-04-19,"Apple","business","month",8999.08
2018-04-19,"Manual","business","year",14296.4973
2018-04-19,"Apple","awesome","year",10611.43
2018-04-19,"Manual","other","year",387.0832
2018-04-19,"Manual","business","month",900
2018-04-19,"Stripe","analyze","month",450
2018-04-19,"Android","awesome","month",7760
2018-04-18,"Apple","business","month",9099.07
2018-04-18,"Manual","reply","year",2850
2018-04-18,"Manual","business","year",1692.1655
2018-04-18,"Apple","awesome","month",44165.83
2018-04-18,"Android","business","month",1188
2018-04-18,"Manual","business","month",900
2018-04-18,"Stripe","awesome","month",350839.65
2018-04-18,"Stripe","business","year",180918.2882437
2018-04-18,"Stripe","reply","year",446.9166666
2018-04-18,"Stripe","reply","month",28134.43
2018-04-18,"Stripe","awesome","year",264613.4407668
2018-04-18,"Apple","awesome","year",10619.76
2018-04-18,"Manual","other","year",387.0832
2018-04-18,"Android","awesome","month",7720
2018-04-18,"Manual","reply","year",3570.6664
2018-04-18,"Apple","business","year",12999.87
2018-04-18,"Stripe","business","month",538127.21
2018-04-18,"Stripe","analyze","month",450
2018-04-18,"Manual","business","year",14296.4973
2018-04-18,"Android","awesome","year",1541.5
2018-04-17,"Manual","other","year",387.0832
2018-04-17,"Stripe","reply","year",446.9166666
2018-04-17,"Stripe","reply","month",28058.05
2018-04-17,"Stripe","business","month",536588.47
2018-04-17,"Android","awesome","year",1541.5
2018-04-17,"Stripe","analyze","month",450
2018-04-17,"Android","business","month",1188
2018-04-17,"Apple","awesome","month",44165.83
2018-04-17,"Manual","reply","year",2850
2018-04-17,"Manual","reply","year",3570.6664
2018-04-17,"Apple","awesome","year",10644.75
2018-04-17,"Manual","business","month",900
2018-04-17,"Apple","business","year",12999.87
2018-04-17,"Stripe","business","year",180987.7657436
2018-04-17,"Android","awesome","month",7735
2018-04-17,"Stripe","awesome","year",264581.9149335
2018-04-17,"Apple","business","month",8999.08
2018-04-17,"Manual","business","year",14296.4973
2018-04-17,"Stripe","awesome","month",350177.33
2018-04-17,"Manual","business","year",1692.1655
2018-04-16,"Stripe","awesome","month",349547.12
2018-04-16,"Stripe","business","month",536077.13
2018-04-16,"Manual","business","year",14296.4973
2018-04-16,"Android","awesome","month",7715
2018-04-16,"Android","business","month",1188
2018-04-16,"Apple","awesome","month",44200.79
2018-04-16,"Stripe","reply","year",446.9166666
2018-04-16,"Manual","business","month",900
2018-04-16,"Manual","reply","year",2850
2018-04-16,"Stripe","business","year",180469.9340772
2018-04-16,"Apple","business","month",9099.07
2018-04-16,"Manual","other","year",387.0832
2018-04-16,"Stripe","reply","month",28058.05
2018-04-16,"Android","awesome","year",1541.5
2018-04-16,"Apple","awesome","year",10644.75
2018-04-16,"Manual","reply","year",3570.6664
2018-04-16,"Stripe","awesome","year",264328.0699338
2018-04-16,"Manual","business","year",1692.1655
2018-04-16,"Apple","business","year",13999.86
2018-04-16,"Stripe","analyze","month",450
2018-04-15,"Stripe","awesome","month",349650.58
2018-04-15,"Stripe","awesome","year",264296.9907671
2018-04-15,"Android","awesome","year",1562
2018-04-15,"Apple","business","month",9099.07
2018-04-15,"Manual","reply","year",2850
2018-04-15,"Android","business","month",1188
2018-04-15,"Manual","business","month",900
2018-04-15,"Manual","business","year",14296.4973
2018-04-15,"Manual","reply","year",3570.6664
2018-04-15,"Android","awesome","month",7690
2018-04-15,"Manual","other","year",387.0832
2018-04-15,"Manual","business","year",1692.1655
2018-04-15,"Apple","awesome","month",44210.78
2018-04-15,"Stripe","analyze","month",450
2018-04-15,"Apple","awesome","year",10619.76
2018-04-15,"Stripe","business","year",180596.6007438
2018-04-15,"Stripe","business","month",536324.37
2018-04-15,"Apple","business","year",14999.85
2018-04-15,"Stripe","reply","year",446.9166666
2018-04-15,"Stripe","reply","month",28077.14
2018-04-14,"Manual","business","year",14296.4973
2018-04-14,"Apple","business","month",8999.08
2018-04-14,"Android","awesome","year",1546.5
2018-04-14,"Manual","business","month",900
2018-04-14,"Stripe","business","year",180723.2674104
2018-04-14,"Stripe","awesome","year",264308.1891005
2018-04-14,"Stripe","analyze","month",450
2018-04-14,"Stripe","reply","month",28552.13
2018-04-14,"Apple","awesome","year",10619.76
2018-04-14,"Manual","other","year",387.0832
2018-04-14,"Stripe","awesome","month",349770.97
2018-04-14,"Stripe","reply","year",446.9166666
2018-04-14,"Apple","business","year",14999.85
2018-04-14,"Manual","reply","year",3570.6664
2018-04-14,"Android","awesome","month",7675
2018-04-14,"Manual","business","year",1692.1655
2018-04-14,"Android","business","month",1188
2018-04-14,"Stripe","business","month",536301.81
2018-04-14,"Apple","awesome","month",44185.81
2018-04-14,"Manual","reply","year",2850
2018-04-13,"Manual","reply","year",3570.6664
2018-04-13,"Manual","business","year",1641.6655
2018-04-13,"Android","awesome","month",7690
2018-04-13,"Stripe","awesome","month",349183.61
2018-04-13,"Apple","awesome","year",10619.76
2018-04-13,"Stripe","business","month",535996.13
2018-04-13,"Stripe","analyze","month",450
2018-04-13,"Android","business","month",1188
2018-04-13,"Android","awesome","year",1534.5
2018-04-13,"Manual","business","year",14245.9973
2018-04-13,"Manual","business","month",900
2018-04-13,"Stripe","reply","year",446.9166666
2018-04-13,"Stripe","business","year",180188.7899108
2018-04-13,"Apple","awesome","month",44305.69
2018-04-13,"Apple","business","month",8999.08
2018-04-13,"Stripe","reply","month",28345.91
2018-04-13,"Manual","reply","year",2850
2018-04-13,"Apple","business","year",14999.85
2018-04-13,"Manual","other","year",387.0832
2018-04-13,"Stripe","awesome","year",264156.1249341
2018-04-12,"Android","awesome","month",7700
2018-04-12,"Stripe","analyze","month",450
2018-04-12,"Manual","reply","year",3570.6664
2018-04-12,"Stripe","reply","year",446.9166666
2018-04-12,"Stripe","business","month",536133.58
2018-04-12,"Stripe","business","year",179813.0915777
2018-04-12,"Manual","reply","year",2850
2018-04-12,"Apple","awesome","year",10628.09
2018-04-12,"Apple","awesome","month",44310.69
2018-04-12,"Stripe","awesome","month",349292.34
2018-04-12,"Stripe","awesome","year",264003.0482676
2018-04-12,"Manual","business","month",900
2018-04-12,"Stripe","reply","month",28345.91
2018-04-12,"Manual","business","year",1641.6655
2018-04-12,"Android","awesome","year",1534.5
2018-04-12,"Apple","business","month",8999.08
2018-04-12,"Manual","business","year",14245.9973
2018-04-12,"Android","business","month",1188
2018-04-12,"Apple","business","year",14999.85
2018-04-12,"Manual","other","year",387.0832
2018-04-11,"Stripe","awesome","year",263863.6324344
2018-04-11,"Android","awesome","month",7705
2018-04-11,"Android","awesome","year",1534.5
2018-04-11,"Apple","business","year",13999.86
2018-04-11,"Apple","business","month",8799.1
2018-04-11,"Manual","reply","year",3570.6664
2018-04-11,"Android","business","month",1188
2018-04-11,"Apple","awesome","month",44350.65
2018-04-11,"Stripe","awesome","month",348675.33
2018-04-11,"Stripe","reply","year",446.9166666
2018-04-11,"Stripe","business","year",179280.6749111
2018-04-11,"Manual","business","month",900
2018-04-11,"Apple","awesome","year",10644.75
2018-04-11,"Manual","business","year",1641.6655
2018-04-11,"Stripe","business","month",534404.72
2018-04-11,"Manual","business","year",14245.9973
2018-04-11,"Stripe","analyze","month",450
2018-04-11,"Stripe","reply","month",28120.91
2018-04-11,"Manual","other","year",387.0832
2018-04-11,"Manual","reply","year",2850
2018-04-10,"Stripe","business","year",178914.4807445
2018-04-10,"Stripe","analyze","month",450
2018-04-10,"Stripe","awesome","month",348210.45
2018-04-10,"Stripe","awesome","year",263794.0516014
2018-04-10,"Android","awesome","month",7700
2018-04-10,"Android","business","month",1188
2018-04-10,"Stripe","reply","year",446.9166666
2018-04-10,"Manual","reply","year",3570.6664
2018-04-10,"Android","awesome","year",1514
2018-04-10,"Manual","business","year",1641.6655
2018-04-10,"Manual","business","year",14245.9973
2018-04-10,"Stripe","business","month",533448.19
2018-04-10,"Manual","business","month",1899
2018-04-10,"Apple","awesome","month",44340.66
2018-04-10,"Manual","other","year",387.0832
2018-04-10,"Apple","business","year",13999.86
2018-04-10,"Apple","awesome","year",10632.75
2018-04-10,"Manual","reply","year",2850
2018-04-10,"Stripe","reply","month",28066.39
2018-04-10,"Apple","business","month",8899.09
2018-04-09,"Android","awesome","month",7685
2018-04-09,"Apple","awesome","month",44450.55
2018-04-09,"Apple","business","month",8899.09
2018-04-09,"Apple","awesome","year",10616.09
2018-04-09,"Android","business","month",1287
2018-04-09,"Manual","business","year",1641.6655
2018-04-09,"Manual","other","year",387.0832
2018-04-09,"Stripe","reply","year",446.9166666
2018-04-09,"Apple","business","year",13999.86
2018-04-09,"Manual","reply","year",2850
2018-04-09,"Manual","reply","year",3570.6664
2018-04-09,"Stripe","business","year",178504.3715779
2018-04-09,"Android","awesome","year",1522.5
2018-04-09,"Stripe","analyze","month",500
2018-04-09,"Manual","business","year",14245.9973
2018-04-09,"Stripe","reply","month",28351.38
2018-04-09,"Stripe","awesome","year",263556.1432683
2018-04-09,"Manual","business","month",1899
2018-04-09,"Stripe","awesome","month",347395.14
2018-04-09,"Stripe","business","month",531931.27
2018-04-08,"Manual","reply","year",2850
2018-04-08,"Stripe","business","month",531189.5
2018-04-08,"Apple","business","month",8899.09
2018-04-08,"Stripe","business","year",178777.2807444
2018-04-08,"Manual","business","year",1641.6655
2018-04-08,"Apple","awesome","year",10641.08
2018-04-08,"Android","awesome","month",7625
2018-04-08,"Apple","awesome","month",44530.47
2018-04-08,"Stripe","analyze","month",500
2018-04-08,"Manual","business","month",1899
2018-04-08,"Stripe","awesome","year",263600.6291015
2018-04-08,"Stripe","awesome","month",347332.98
2018-04-08,"Android","business","month",1287
2018-04-08,"Stripe","reply","month",28415.85
2018-04-08,"Manual","reply","year",3570.6664
2018-04-08,"Stripe","reply","year",446.9166666
2018-04-08,"Manual","other","year",387.0832
2018-04-08,"Manual","business","year",14245.9973
2018-04-08,"Apple","business","year",13999.86
2018-04-08,"Android","awesome","year",1522.5
2018-04-07,"Apple","awesome","month",44530.47
2018-04-07,"Stripe","analyze","month",500
2018-04-07,"Apple","business","month",8799.1
2018-04-07,"Apple","business","year",13999.86
2018-04-07,"Stripe","business","month",531835.78
2018-04-07,"Manual","other","year",387.0832
2018-04-07,"Apple","awesome","year",10649.41
2018-04-07,"Stripe","awesome","month",347604.98
2018-04-07,"Manual","reply","year",2850
2018-04-07,"Manual","business","year",1641.6655
2018-04-07,"Manual","business","year",14245.9973
2018-04-07,"Android","awesome","month",7650
2018-04-07,"Android","awesome","year",1522.5
2018-04-07,"Android","business","month",1287
2018-04-07,"Stripe","business","year",178503.4307445
2018-04-07,"Stripe","reply","month",28505.21
2018-04-07,"Manual","reply","year",3570.6664
2018-04-07,"Stripe","awesome","year",263770.935768
2018-04-07,"Stripe","reply","year",446.9166666
2018-04-07,"Manual","business","month",1899
2018-04-06,"Stripe","reply","month",28717.74
2018-04-06,"Stripe","reply","year",446.9166666
2018-04-06,"Manual","business","year",14245.9973
2018-04-06,"Manual","business","month",1899
2018-04-06,"Android","awesome","month",7660
2018-04-06,"Stripe","awesome","year",263674.4482681
2018-04-06,"Apple","business","month",8699.11
2018-04-06,"Apple","awesome","month",44680.33
2018-04-06,"Stripe","analyze","month",500
2018-04-06,"Stripe","awesome","month",347353.67
2018-04-06,"Manual","reply","year",2850
2018-04-06,"Manual","other","year",387.0832
2018-04-06,"Stripe","business","month",530566.1
2018-04-06,"Android","awesome","year",1510.5
2018-04-06,"Apple","awesome","year",10657.74
2018-04-06,"Stripe","business","year",178561.5899112
2018-04-06,"Apple","business","year",13999.86
2018-04-06,"Android","business","month",1188
2018-04-06,"Manual","business","year",1641.6655
2018-04-06,"Manual","reply","year",3570.6664
2018-04-05,"Manual","other","year",387.0832
2018-04-05,"Android","awesome","year",1510.5
2018-04-05,"Android","business","month",1188
2018-04-05,"Manual","business","year",14245.9973
2018-04-05,"Android","awesome","month",7610
2018-04-05,"Stripe","reply","year",446.9166666
2018-04-05,"Manual","reply","year",2850
2018-04-05,"Stripe","business","month",531353.71
2018-04-05,"Stripe","reply","month",28612.74
2018-04-05,"Stripe","business","year",178517.2874113
2018-04-05,"Stripe","awesome","month",347246.19
2018-04-05,"Apple","business","year",13999.86
2018-04-05,"Manual","business","year",1641.6655
2018-04-05,"Manual","reply","year",3570.6664
2018-04-05,"Apple","awesome","year",10649.41
2018-04-05,"Stripe","awesome","year",263613.6216017
2018-04-05,"Apple","awesome","month",44715.3
2018-04-05,"Apple","business","month",8699.11
2018-04-05,"Manual","business","month",1899
2018-04-05,"Stripe","analyze","month",500
2018-04-04,"Apple","awesome","year",10649.41
2018-04-04,"Manual","business","year",14245.9973
2018-04-04,"Manual","reply","year",2850
2018-04-04,"Stripe","business","year",177855.1765782
2018-04-04,"Android","business","month",1188
2018-04-04,"Stripe","analyze","month",500
2018-04-04,"Apple","awesome","month",44785.23
2018-04-04,"Stripe","business","month",531997.55
2018-04-04,"Manual","other","year",387.0832
2018-04-04,"Stripe","awesome","year",263643.4607684
2018-04-04,"Stripe","reply","year",446.9166666
2018-04-04,"Manual","business","year",1641.6655
2018-04-04,"Apple","business","month",8699.11
2018-04-04,"Manual","business","month",1899
2018-04-04,"Stripe","reply","month",28377.74
2018-04-04,"Android","awesome","month",7650
2018-04-04,"Android","awesome","year",1498.5
2018-04-04,"Apple","business","year",13999.86
2018-04-04,"Stripe","awesome","month",346773.34
2018-04-04,"Manual","reply","year",3570.6664
2018-04-03,"Stripe","business","year",177783.2949115
2018-04-03,"Stripe","awesome","month",346127.58
2018-04-03,"Apple","awesome","month",44935.08
2018-04-03,"Apple","awesome","year",10649.41
2018-04-03,"Stripe","awesome","year",263585.7332685
2018-04-03,"Stripe","reply","month",28152.74
2018-04-03,"Manual","reply","year",3570.6664
2018-04-03,"Apple","business","year",13999.86
2018-04-03,"Manual","other","year",387.0832
2018-04-03,"Stripe","reply","year",446.9166666
2018-04-03,"Manual","reply","year",2850
2018-04-03,"Manual","business","month",1899
2018-04-03,"Manual","business","year",1641.6655
2018-04-03,"Stripe","analyze","month",500
2018-04-03,"Android","business","month",1188
2018-04-03,"Stripe","business","month",531151
2018-04-03,"Apple","business","month",8599.12
2018-04-03,"Android","awesome","month",7635
2018-04-03,"Android","awesome","year",1486.5
2018-04-03,"Manual","business","year",14245.9973
2018-04-02,"Stripe","business","year",177669.320745
2018-04-02,"Manual","other","year",387.0832
2018-04-02,"Apple","awesome","year",10649.41
2018-04-02,"Apple","business","year",13999.86
2018-04-02,"Manual","business","month",1899
2018-04-02,"Stripe","business","month",531071.3
2018-04-02,"Stripe","reply","month",27732.74
2018-04-02,"Android","business","month",1188
2018-04-02,"Manual","reply","year",3570.6664
2018-04-02,"Manual","business","year",1641.6655
2018-04-02,"Stripe","reply","year",446.9166666
2018-04-02,"Apple","awesome","month",45005.01
2018-04-02,"Stripe","analyze","month",500
2018-04-02,"Android","awesome","month",7575
2018-04-02,"Apple","business","month",8499.13
2018-04-02,"Manual","reply","year",2850
2018-04-02,"Manual","business","year",14245.9973
2018-04-02,"Stripe","awesome","month",346122.68
2018-04-02,"Stripe","awesome","year",263384.0316019
2018-04-02,"Android","awesome","year",1462.5
2018-04-01,"Stripe","business","month",531717.38
2018-04-01,"Stripe","awesome","month",346728.17
2018-04-01,"Stripe","analyze","month",500
2018-04-01,"Apple","business","year",13999.86
2018-04-01,"Manual","business","year",14245.9973
2018-04-01,"Android","business","month",1188
2018-04-01,"Stripe","awesome","year",263344.3432685
2018-04-01,"Apple","awesome","month",45209.81
2018-04-01,"Manual","other","year",387.0832
2018-04-01,"Stripe","business","year",177918.3507449
2018-04-01,"Apple","awesome","year",10641.08
2018-04-01,"Android","awesome","month",7545
2018-04-01,"Stripe","reply","year",446.9166666
2018-04-01,"Manual","business","month",1899
2018-04-01,"Manual","reply","year",2850
2018-04-01,"Apple","business","month",8499.13
2018-04-01,"Manual","business","year",1641.6655
2018-04-01,"Manual","reply","year",3570.6664
2018-04-01,"Stripe","reply","month",27740.94
2018-04-01,"Android","awesome","year",1462.5
2018-03-31,"Manual","business","year",1641.6655
2018-03-31,"Apple","awesome","month",45389.63
2018-03-31,"Stripe","analyze","month",500
2018-03-31,"Android","awesome","year",1462.5
2018-03-31,"Manual","other","year",387.0832
2018-03-31,"Android","business","month",1188
2018-03-31,"Manual","business","month",1899
2018-03-31,"Manual","reply","year",2850
2018-03-31,"Stripe","business","month",532392.11
2018-03-31,"Android","awesome","month",7545
2018-03-31,"Stripe","reply","month",27740.94
2018-03-31,"Stripe","awesome","year",263385.3124353
2018-03-31,"Stripe","business","year",177922.4507449
2018-03-31,"Apple","business","year",13999.86
2018-03-31,"Manual","business","year",14245.9973
2018-03-31,"Apple","awesome","year",10641.08
2018-03-31,"Stripe","reply","year",446.9166666
2018-03-31,"Apple","business","month",8699.11
2018-03-31,"Stripe","awesome","month",346569.06
2018-03-31,"Manual","reply","year",3694.833
2018-03-30,"Apple","awesome","year",10641.08
2018-03-30,"Android","awesome","year",1471
2018-03-30,"Manual","other","year",387.0832
2018-03-30,"Apple","business","year",13999.86
2018-03-30,"Android","business","month",1188
2018-03-30,"Stripe","awesome","month",346643.22
2018-03-30,"Stripe","analyze","month",500
2018-03-30,"Stripe","reply","year",446.9166666
2018-03-30,"Manual","reply","year",2850
2018-03-30,"Stripe","business","year",177544.7815785
2018-03-30,"Stripe","business","month",531797.48
2018-03-30,"Manual","business","month",1899
2018-03-30,"Manual","business","year",1641.6655
2018-03-30,"Manual","business","year",14245.9973
2018-03-30,"Apple","business","month",8599.12
2018-03-30,"Apple","awesome","month",45409.61
2018-03-30,"Stripe","awesome","year",263384.3624356
2018-03-30,"Stripe","reply","month",27749.37
2018-03-30,"Manual","reply","year",3694.833
2018-03-30,"Android","awesome","month",7550
2018-03-29,"Stripe","business","month",530276.32
2018-03-29,"Stripe","business","year",177139.159912
2018-03-29,"Manual","business","year",14245.9973
2018-03-29,"Apple","business","month",8599.12
2018-03-29,"Stripe","awesome","year",263327.8999356
2018-03-29,"Manual","business","year",1641.6655
2018-03-29,"Apple","business","year",13999.86
2018-03-29,"Apple","awesome","year",10657.74
2018-03-29,"Stripe","reply","month",27531.87
2018-03-29,"Apple","awesome","month",45454.57
2018-03-29,"Stripe","reply","year",446.9166666
2018-03-29,"Manual","reply","year",3694.833
2018-03-29,"Manual","business","month",1899
2018-03-29,"Android","awesome","year",1471
2018-03-29,"Android","business","month",1188
2018-03-29,"Stripe","awesome","month",346285.74
2018-03-29,"Manual","reply","year",2850
2018-03-29,"Manual","other","year",387.0832
2018-03-29,"Stripe","analyze","month",500
2018-03-29,"Android","awesome","month",7535
2018-03-28,"Android","awesome","month",7555
2018-03-28,"Manual","other","year",387.0832
2018-03-28,"Stripe","business","year",176983.7290787
2018-03-28,"Apple","awesome","month",45329.69
2018-03-28,"Manual","business","year",14245.9973
2018-03-28,"Stripe","reply","month",27525.96
2018-03-28,"Manual","business","month",1899
2018-03-28,"Manual","reply","year",3694.833
2018-03-28,"Android","business","month",1188
2018-03-28,"Apple","business","month",8599.12
2018-03-28,"Stripe","awesome","month",345993.12
2018-03-28,"Stripe","analyze","month",500
2018-03-28,"Manual","reply","year",2850
2018-03-28,"Stripe","reply","year",446.9166666
2018-03-28,"Stripe","awesome","year",263263.6466026
2018-03-28,"Android","awesome","year",1467.5
2018-03-28,"Manual","business","year",1641.6655
2018-03-28,"Apple","business","year",13999.86
2018-03-28,"Apple","awesome","year",10632.75
2018-03-28,"Stripe","business","month",529300.62
2018-03-27,"Stripe","awesome","month",345758.67
2018-03-27,"Stripe","awesome","year",263058.7782692
2018-03-27,"Manual","reply","year",2850
2018-03-27,"Manual","reply","year",3694.833
2018-03-27,"Stripe","business","year",176523.6082456
2018-03-27,"Stripe","business","month",528711.1
2018-03-27,"Manual","business","month",1899
2018-03-27,"Apple","awesome","month",45379.64
2018-03-27,"Manual","business","year",14245.9973
2018-03-27,"Apple","business","month",8599.12
2018-03-27,"Android","business","month",1188
2018-03-27,"Manual","other","year",387.0832
2018-03-27,"Android","awesome","month",7600
2018-03-27,"Stripe","analyze","month",500
2018-03-27,"Stripe","reply","month",27523.47
2018-03-27,"Android","awesome","year",1467.5
2018-03-27,"Stripe","reply","year",446.9166666
2018-03-27,"Manual","business","year",1641.6655
2018-03-27,"Apple","business","year",12999.87
2018-03-27,"Apple","awesome","year",10641.08
2018-03-26,"Stripe","reply","month",27591.75
2018-03-26,"Android","business","month",1188
2018-03-26,"Manual","reply","year",3694.833
2018-03-26,"Manual","reply","year",2850
2018-03-26,"Apple","business","year",12999.87
2018-03-26,"Stripe","business","month",528729.3
2018-03-26,"Stripe","awesome","month",345143.68
2018-03-26,"Stripe","business","year",175840.9274128
2018-03-26,"Android","awesome","year",1443.5
2018-03-26,"Manual","business","month",1899
2018-03-26,"Stripe","reply","year",446.9166666
2018-03-26,"Android","awesome","month",7640
2018-03-26,"Stripe","analyze","month",500
2018-03-26,"Apple","business","month",8699.11
2018-03-26,"Manual","other","year",387.0832
2018-03-26,"Manual","business","year",14245.9973
2018-03-26,"Apple","awesome","year",10632.75
2018-03-26,"Stripe","awesome","year",262786.7641027
2018-03-26,"Manual","business","year",1557.4989
2018-03-26,"Apple","awesome","month",45449.57
2018-03-25,"Manual","business","month",1899
2018-03-25,"Manual","reply","year",2850
2018-03-25,"Android","awesome","year",1431.5
2018-03-25,"Apple","business","month",8599.12
2018-03-25,"Stripe","reply","year",446.9166666
2018-03-25,"Android","awesome","month",7650
2018-03-25,"Stripe","awesome","year",262735.4832694
2018-03-25,"Apple","business","year",12999.87
2018-03-25,"Stripe","reply","month",27449.3
2018-03-25,"Stripe","business","year",175755.9274128
